date,actual,svr,mlp,lr
2016-11-28,4.3,4.1940098128,4.22007380273,4.40102752217
2016-11-29,4.25,4.16106218784,4.28390411726,4.4040520537
2016-11-30,4.23,4.22147054472,4.32532599216,4.4414191031
2016-12-01,4.51,4.20343168898,4.32269459857,4.43289794435
2016-12-02,4.57,4.14741110941,4.32198534859,4.40845611025
2016-12-05,4.7,4.37267857987,4.66406231384,4.59861006037
2016-12-06,4.58,4.38691838699,4.82936486788,4.64954162068
2016-12-07,4.62,4.3953483865,4.95810525095,4.68805644187
2016-12-08,4.63,4.41263475859,4.65896672951,4.61452598535
2016-12-09,4.74,4.47907534323,4.72007460806,4.65983561857
2016-12-12,4.7,4.52941820529,4.74067365499,4.68720631794
2016-12-13,4.72,4.55701865265,4.84105116877,4.72633820914
2016-12-14,4.88,4.5351022776,4.77087073985,4.69784482537
2016-12-15,4.89,4.60569889634,4.91465332018,4.76734360586
2016-12-16,4.9,4.78180547378,5.02802565257,4.87427895889
2016-12-19,4.76,4.66875917834,4.96835903196,4.80918533143
2016-12-20,4.72,4.67406608924,4.92476367907,4.79967597181
2016-12-21,4.88,4.64322189007,4.74701346983,4.73818573415
2016-12-22,4.91,4.67011226528,4.66825236873,4.72849560415
2016-12-23,4.8,4.84008836141,4.81446819523,4.84167197776
2016-12-27,4.83,4.8369362546,4.87597278663,4.85696430532
2016-12-28,4.81,4.6998129541,4.8121298057,4.78031736115
2016-12-29,4.77,4.75207615151,4.8507268164,4.81339356218
2016-12-30,4.84,4.8228627974,4.82576073388,4.83727377548
2017-01-03,4.9,4.73860930005,4.70964156571,4.76935516776
2017-01-04,4.92,4.78694956594,4.74933124609,4.80102915947
2017-01-05,4.83,4.83316837869,4.83377885264,4.84390625727
2017-01-06,4.84,4.82459559223,4.91970557174,4.86346616884
2017-01-09,4.78,4.74811205639,4.81979835275,4.80330151178
2017-01-10,4.7,4.78834074548,4.81437618546,4.81924695313
2017-01-11,4.75,4.75443528633,4.80689601591,4.80254442778
2017-01-12,4.74,4.63457237315,4.68274797667,4.71703709879
2017-01-13,4.69,4.69410972491,4.67517808982,4.74075907481
2017-01-17,4.74,4.71641008897,4.7625739847,4.77408100107
2017-01-18,4.76,4.62157733107,4.73582315326,4.72578582322
2017-01-19,4.68,4.65346723416,4.72073719241,4.73550446918
2017-01-20,4.67,4.71987214559,4.77044181859,4.77771041058
2017-01-23,4.62,4.60843542231,4.69745088591,4.70970500741
2017-01-24,4.72,4.5907995675,4.61227154943,4.67900251016
2017-01-25,4.64,4.59727211746,4.5502882211,4.66501785784
2017-01-26,4.54,4.69607137348,4.72693839344,4.75562603909
2017-01-27,4.52,4.57755219212,4.61383592342,4.67369175576
2017-01-30,4.57,4.48408915695,4.52609108486,4.60947098316
2017-01-31,4.82,4.51479983619,4.50542874773,4.61716897132
2017-02-01,4.83,4.57155744063,4.5728294692,4.65999135056
2017-02-02,4.75,4.73338000775,4.79094145768,4.78910933926
2017-02-03,4.86,4.70819648259,4.81712653912,4.78529958247
2017-02-06,4.88,4.62770918154,4.77409500478,4.73880498461
2017-02-07,4.89,4.78180276771,4.85997988016,4.82876732092
2017-02-08,4.88,4.84819542622,4.8961247834,4.86729568915
2017-02-09,4.96,4.76739342867,4.8579288361,4.82197445053
