date,actual,svr,mlp,lr
2016-11-28,762.52002,774.267016412,764.594253147,767.277981673
2016-11-29,750.570007,770.359020856,767.596970465,769.292331571
2016-11-30,743.650024,753.021219193,756.724313338,756.518654402
2016-12-01,740.340027,746.085014249,751.692708855,750.796525487
2016-12-02,759.359985,736.623085957,748.786140279,746.541723973
2016-12-05,764.719971,753.049633171,762.539993789,761.74222013
2016-12-06,770.419983,758.014993781,761.923388366,762.053025145
2016-12-07,767.330017,760.814718461,764.907669388,765.218156733
2016-12-08,768.659973,762.158892748,767.354724021,767.64791036
2016-12-09,760.119995,769.16801337,765.43508407,767.145124922
2016-12-12,774.340027,764.146656469,761.873554163,763.075382717
2016-12-13,768.820007,778.177675654,767.281937997,770.370299508
2016-12-14,761.0,777.948783434,766.247028794,769.401804504
2016-12-15,757.77002,769.527296807,761.706626037,763.861969411
2016-12-16,766.0,764.681241082,765.81633969,766.706419345
2016-12-19,771.219971,769.474456766,766.179614954,767.86654894
2016-12-20,770.599976,771.113964531,769.02066473,770.701244729
2016-12-21,766.340027,765.9054881,768.186875845,769.046639569
2016-12-22,760.590027,764.92086955,767.642006189,768.386357939
2016-12-23,771.400024,761.184058841,762.048843443,762.717103805
2016-12-27,772.130005,772.802960324,771.889058544,773.569089573
2016-12-28,765.150024,775.015735405,768.611792205,771.013362544
2016-12-29,749.869995,772.243096829,764.347525804,766.704367383
2016-12-30,753.669983,757.597025952,757.582050884,758.084647882
2017-01-03,757.179993,762.126781538,759.139538012,760.270537878
2017-01-04,780.450012,765.800534811,758.636243591,760.458246256
2017-01-05,795.98999,778.954661132,771.245710532,774.062352863
2017-01-06,796.919983,791.986969057,785.788420208,789.380028564
2017-01-09,795.900024,794.254535005,790.199370093,793.732751797
2017-01-10,799.02002,794.83643649,796.122746997,799.149279294
2017-01-11,813.640015,799.111223059,795.821376353,799.622777293
2017-01-12,817.140015,814.370479937,801.173038282,807.080542132
2017-01-13,809.719971,816.284398692,804.126928729,810.064248901
2017-01-17,807.47998,813.261972105,806.676358044,811.825960058
2017-01-18,809.039978,811.261056936,808.078295099,812.735755498
2017-01-19,808.330017,812.531135345,812.087916556,816.554762297
2017-01-20,817.880005,807.928830629,809.248272545,813.205720926
2017-01-23,822.440002,810.51189243,814.184385,818.084596409
2017-01-24,836.52002,818.120851259,818.865777491,823.609544828
2017-01-25,839.150024,830.923235985,830.077307692,835.898019536
2017-01-26,835.77002,832.367466742,837.36359036,842.687600472
2017-01-27,830.380005,831.898899987,833.161323778,838.835210985
2017-01-30,823.47998,828.170144136,829.975458591,835.327513995
2017-01-31,832.349976,822.568364414,826.042981136,830.823897793
2017-02-01,839.950012,831.431652716,830.283910446,836.171889979
2017-02-02,810.200012,835.299412521,835.653921675,841.66369086
2017-02-03,807.640015,807.651119493,822.663805947,825.195636178
2017-02-06,812.5,803.257004838,817.890909213,820.148047763
2017-02-07,819.710022,807.11422036,820.866617915,823.489519186
2017-02-08,821.359985,812.978591707,817.647441922,821.62139552
2017-02-09,827.460022,809.47321209,821.345231582,824.329525124
