date,actual,svr,mlp,lr
2016-11-28,750.570007,767.734559072,778.640062031,771.291519222
2016-11-29,743.650024,768.470016452,763.855604404,771.006436154
2016-11-30,740.340027,754.882449144,752.602290055,758.056210738
2016-12-01,759.359985,745.454302321,742.966533226,748.953254179
2016-12-02,764.719971,736.231648246,739.146209707,740.407760392
2016-12-05,770.419983,756.853550698,747.830450504,759.524623365
2016-12-06,767.330017,748.445702831,755.52801595,752.450274099
2016-12-07,768.659973,754.041888508,758.204362002,757.658513991
2016-12-08,760.119995,755.847588886,764.612894563,759.69422298
2016-12-09,774.340027,767.740759943,775.354817961,771.08666228
2016-12-12,768.820007,763.209986345,766.461058104,766.43907896
2016-12-13,761.0,787.334014617,786.513951344,789.436229004
2016-12-14,757.77002,782.178328147,776.253536222,784.138655712
2016-12-15,766.0,774.263578853,775.647313866,776.976212762
2016-12-16,771.219971,772.254098487,762.664637068,774.335982942
2016-12-19,770.599976,773.27521645,767.796664639,775.5837672
2016-12-20,766.340027,769.711714558,757.404353951,771.710779123
2016-12-21,760.590027,765.322271561,758.564511771,767.834408197
2016-12-22,771.400024,760.762392197,761.68936682,763.930486976
2016-12-23,772.130005,755.361082969,760.473478065,758.991194517
2016-12-27,765.150024,774.748216573,765.41931231,776.757247454
2016-12-28,749.869995,775.622583906,771.036526101,777.904028753
2016-12-29,753.669983,774.603792748,769.628620167,776.896889236
2016-12-30,757.179993,761.792455929,763.072483278,764.946184387
2017-01-03,780.450012,769.963080936,762.965578136,772.293246618
2017-01-04,795.98999,769.889381347,758.252591727,771.925021096
2017-01-05,796.919983,784.629971802,771.163266052,786.019179437
2017-01-06,795.900024,795.089591359,785.925292736,796.378871175
2017-01-09,799.02002,791.392389147,795.895340232,793.689868395
2017-01-10,813.640015,792.127365585,794.65169705,794.271716255
2017-01-11,817.140015,798.95077323,796.93596239,800.559393196
2017-01-12,809.719971,811.738091983,800.054213932,812.268265258
2017-01-13,807.47998,817.46878055,804.5745362,817.715680315
2017-01-17,809.039978,812.693943815,810.366621536,813.789139116
2017-01-18,808.330017,808.848520585,814.681222752,810.604468609
2017-01-19,817.880005,812.241000365,805.463326722,813.067387684
2017-01-20,822.440002,806.976095313,800.533909218,808.012992801
2017-01-23,836.52002,814.094678885,800.721469186,814.432035099
2017-01-24,839.150024,817.831928308,813.32748167,818.603203147
2017-01-25,835.77002,831.431859411,829.017254219,831.848736104
2017-01-26,830.380005,827.749817236,830.383845874,828.622279236
2017-01-27,823.47998,824.401385135,835.922716316,825.963343079
2017-01-30,832.349976,825.874417706,829.561978553,826.881694745
2017-01-31,839.950012,825.206288526,827.984529518,826.179305756
2017-02-01,810.200012,833.196114587,835.683838066,833.863672255
2017-02-02,807.640015,836.325096716,841.703260023,837.065466435
2017-02-03,812.5,808.984781023,819.467785108,811.0337145
2017-02-06,819.710022,803.57475428,814.013111592,805.81505838
2017-02-07,821.359985,808.857851992,806.702323031,810.101774768
2017-02-08,827.460022,811.184180473,815.537844382,812.761533206
2017-02-09,836.530029,809.238265309,811.129872984,810.727771914
