date,actual,svr,mlp,lr
2016-11-28,766.77002,768.443725265,769.325775353,767.967627377
2016-11-29,762.52002,763.256399008,765.724333069,762.690046478
2016-11-30,750.570007,751.262551827,757.050521794,750.499265072
2016-12-01,743.650024,744.876518923,754.656166011,743.933032381
2016-12-02,740.340027,740.912326723,748.456087937,740.016673599
2016-12-05,759.359985,759.845801573,762.535018104,759.247935983
2016-12-06,764.719971,764.306381218,765.251285742,763.799020018
2016-12-07,770.419983,769.916543285,770.105942881,769.474282364
2016-12-08,767.330017,767.765883448,763.64229336,767.454595064
2016-12-09,768.659973,769.747852503,766.781533157,769.411314155
2016-12-12,760.119995,760.926757009,760.669263071,760.436332764
2016-12-13,774.340027,774.622157527,768.861209657,774.414619851
2016-12-14,768.820007,769.740491817,766.753525972,769.404601106
2016-12-15,761.0,761.974628343,762.601180838,761.461632883
2016-12-16,757.77002,758.428716966,752.6048722,758.109280878
2016-12-19,766.0,766.359668866,766.451151166,765.895678797
2016-12-20,771.219971,770.887283607,771.335825317,770.443079043
2016-12-21,770.599976,770.373839301,771.470653222,769.904056849
2016-12-22,766.340027,766.677494841,766.58913498,766.221835555
2016-12-23,760.590027,761.012744578,761.722692219,760.49015054
2016-12-27,771.400024,771.377652635,769.560268184,771.013666862
2016-12-28,772.130005,772.100473535,771.0473483,771.71568583
2016-12-29,765.150024,765.465581257,766.520617219,764.962651721
2016-12-30,749.869995,750.971929168,751.615291216,750.380886589
2017-01-03,753.669983,754.58253623,752.033706661,754.125064515
2017-01-04,757.179993,756.926129844,751.556768579,756.580715861
2017-01-05,780.450012,779.500087221,777.393592492,779.203091716
2017-01-06,795.98999,795.184103904,788.280783246,795.160058828
2017-01-09,796.919983,797.776731218,794.30270427,797.654763936
2017-01-10,795.900024,796.570556735,789.62760324,796.557617329
2017-01-11,799.02002,799.62178376,792.428976321,799.638794792
2017-01-12,813.640015,812.802306529,805.72841739,812.908102017
2017-01-13,817.140015,816.825222007,812.923386601,816.851881797
2017-01-17,809.719971,810.945154634,811.152103368,810.791210104
2017-01-18,807.47998,808.738600868,806.314631691,808.658249529
2017-01-19,809.039978,810.195098536,809.268403088,810.074278296
2017-01-20,808.330017,808.639784082,811.062318405,808.394545529
2017-01-23,817.880005,816.760841676,817.226324751,816.639090727
2017-01-24,822.440002,821.996723128,821.357969101,821.949251346
2017-01-25,836.52002,835.652772905,833.26386513,835.760755109
2017-01-26,839.150024,838.442651402,835.173079851,838.600114481
2017-01-27,835.77002,835.694627181,834.053601541,835.777567123
2017-01-30,830.380005,830.445659095,827.743695508,830.527580199
2017-01-31,823.47998,824.542661726,826.529557323,824.424165078
2017-02-01,832.349976,832.516870479,832.710224869,832.515287925
2017-02-02,839.950012,839.899900776,840.056031142,839.951568348
2017-02-03,810.200012,811.388750046,825.179356463,810.777737736
2017-02-06,807.640015,808.204200997,812.868996621,807.879931166
2017-02-07,812.5,812.910567258,813.344327841,812.762778559
2017-02-08,819.710022,819.174381928,827.139121051,818.815564227
2017-02-09,821.359985,820.433863216,823.568475148,820.24755097
