Date,Open,High,Low,Close,Adj Close,Volume
2015-01-02,161.309998,163.309998,161.000000,162.059998,162.059998,5525500
2015-01-05,161.270004,161.270004,159.190002,159.509995,159.509995,4880400
2015-01-06,159.669998,159.960007,155.169998,156.070007,156.070007,6146700
2015-01-07,157.199997,157.199997,154.029999,155.050003,155.050003,4701800
2015-01-08,156.240005,159.039993,155.550003,158.419998,158.419998,4236800
2015-01-09,158.419998,160.339996,157.250000,159.110001,159.110001,4488300
2015-01-12,159.000000,159.250000,155.759995,156.440002,156.440002,4187600
2015-01-13,157.259995,159.970001,155.679993,156.809998,156.809998,4377500
2015-01-14,154.860001,156.490005,153.740005,155.800003,155.800003,4677400
2015-01-15,156.690002,156.970001,154.160004,154.570007,154.570007,4248400
2015-01-16,153.820007,157.630005,153.820007,157.139999,157.139999,5756000
2015-01-20,156.699997,157.330002,154.029999,156.949997,156.949997,8392800
2015-01-21,153.029999,154.500000,151.070007,152.089996,152.089996,11897100
2015-01-22,151.940002,155.720001,151.759995,155.389999,155.389999,6120100
2015-01-23,155.029999,157.600006,154.889999,155.869995,155.869995,4834800
2015-01-26,158.259995,159.460007,155.770004,156.360001,156.360001,7888100
2015-01-27,154.940002,155.089996,152.589996,153.669998,153.669998,5659600
2015-01-28,154.000000,154.529999,151.550003,151.550003,151.550003,4495900
2015-01-29,151.380005,155.580002,149.520004,155.479996,155.479996,8320800
2015-01-30,153.910004,155.240005,153.039993,153.309998,153.309998,6563600
2015-02-02,154.000000,154.660004,151.509995,154.660004,154.660004,4712200
2015-02-03,154.750000,158.600006,154.750000,158.470001,158.470001,5539400
2015-02-04,157.210007,158.710007,156.699997,156.960007,156.960007,3678500
2015-02-05,157.289993,158.589996,157.149994,157.910004,157.910004,5253600
2015-02-06,157.339996,158.080002,156.229996,156.720001,156.720001,3256500
2015-02-09,156.000000,157.500000,155.399994,155.750000,155.750000,3057700
2015-02-10,156.740005,158.559998,155.080002,158.559998,158.559998,4440600
2015-02-11,157.759995,159.089996,157.169998,158.199997,158.199997,3626700
2015-02-12,158.720001,159.500000,158.089996,158.520004,158.520004,3333100
2015-02-13,158.779999,160.800003,158.639999,160.399994,160.399994,3706900
2015-02-17,159.750000,161.410004,159.729996,160.960007,160.960007,2894500
2015-02-18,161.860001,162.470001,160.639999,162.190002,162.190002,4358400
2015-02-19,162.050003,164.490005,161.440002,163.889999,163.889999,3504400
2015-02-20,163.639999,164.339996,162.089996,163.649994,163.649994,3353000
2015-02-23,164.229996,164.399994,162.500000,162.910004,162.910004,2714400
2015-02-24,162.490005,164.990005,161.509995,164.830002,164.830002,4701600
2015-02-25,164.940002,164.960007,162.580002,162.809998,162.809998,4004600
2015-02-26,163.740005,164.139999,159.770004,160.869995,160.869995,7110800
2015-02-27,160.869995,162.289993,160.160004,161.940002,161.940002,4410000
2015-03-02,161.940002,161.940002,159.809998,160.479996,160.479996,5917900
2015-03-03,160.270004,161.750000,160.000000,161.029999,161.029999,3234400
2015-03-04,160.539993,160.559998,158.720001,159.419998,159.419998,3633600
2015-03-05,159.860001,161.500000,159.699997,161.179993,161.179993,3791700
2015-03-06,160.190002,161.440002,158.059998,158.500000,158.500000,4540200
2015-03-09,158.199997,161.149994,158.199997,160.770004,160.770004,5193900
2015-03-10,159.600006,160.229996,157.809998,157.809998,157.809998,4601000
2015-03-11,158.570007,159.139999,155.940002,156.800003,156.800003,5709900
2015-03-12,156.270004,158.720001,156.270004,157.979996,157.979996,4567300
2015-03-13,157.460007,157.520004,153.399994,154.279999,154.279999,6064100
2015-03-16,155.050003,157.089996,154.800003,157.080002,157.080002,3749600
2015-03-17,156.199997,157.289993,155.369995,156.960007,156.960007,3311700
2015-03-18,156.850006,160.699997,155.800003,159.809998,159.809998,5738800
2015-03-19,159.699997,160.919998,158.809998,159.809998,159.809998,3878600
2015-03-20,160.949997,163.000000,160.350006,162.880005,162.880005,9006400
2015-03-23,162.770004,165.350006,162.729996,164.630005,164.630005,5930100
2015-03-24,164.789993,164.889999,162.899994,163.000000,163.000000,4346100
2015-03-25,163.080002,163.080002,159.199997,159.199997,159.199997,5428900
2015-03-26,159.270004,161.250000,158.910004,160.589996,160.589996,4396000
2015-03-27,160.789993,160.899994,159.229996,160.399994,160.399994,3477900
2015-03-30,161.309998,163.600006,161.250000,162.669998,162.669998,4138000
2015-03-31,161.080002,162.330002,160.399994,160.500000,160.500000,4255400
2015-04-01,160.229996,160.619995,158.389999,159.179993,159.179993,3700800
2015-04-02,159.520004,162.539993,158.889999,160.449997,160.449997,4671600
2015-04-06,159.690002,162.800003,158.699997,162.039993,162.039993,3465700
2015-04-07,161.669998,163.839996,161.619995,162.070007,162.070007,3148000
2015-04-08,161.720001,163.550003,161.009995,161.850006,161.850006,2524300
2015-04-09,161.699997,162.470001,160.720001,162.339996,162.339996,2263500
2015-04-10,162.339996,163.330002,161.250000,162.860001,162.860001,2515700
2015-04-13,162.369995,164.000000,162.360001,162.380005,162.380005,3868900
2015-04-14,162.419998,162.740005,160.789993,162.300003,162.300003,2719300
2015-04-15,162.630005,164.960007,162.500000,164.130005,164.130005,3498800
2015-04-16,163.309998,163.979996,162.539993,163.130005,163.130005,3136900
2015-04-17,161.750000,161.860001,160.029999,160.669998,160.669998,4314400
2015-04-20,162.100006,166.639999,161.899994,166.160004,166.160004,9609200
2015-04-21,166.070007,167.380005,164.050003,164.259995,164.259995,9683600
2015-04-22,164.389999,166.000000,162.889999,165.360001,165.360001,4024800
2015-04-23,165.229996,171.910004,165.139999,170.240005,170.240005,8235600
2015-04-24,170.229996,170.850006,168.740005,169.779999,169.779999,3888400
2015-04-27,170.889999,171.490005,170.300003,170.729996,170.729996,3168600
2015-04-28,170.830002,174.690002,170.020004,173.919998,173.919998,5816700
2015-04-29,173.399994,175.130005,172.800003,174.399994,174.399994,4518400
2015-04-30,173.770004,174.279999,170.300003,171.289993,171.289993,5062900
2015-05-01,173.199997,174.000000,172.419998,173.669998,173.669998,3312100
2015-05-04,174.470001,176.300003,173.699997,173.970001,173.970001,4028000
2015-05-05,173.509995,174.229996,171.960007,173.080002,173.080002,3593600
2015-05-06,172.899994,174.050003,168.860001,170.050003,170.050003,3612600
2015-05-07,169.630005,171.979996,169.039993,170.990005,170.990005,2472000
2015-05-08,172.940002,173.330002,172.240005,172.679993,172.679993,3092600
2015-05-11,172.649994,172.990005,170.860001,171.119995,171.119995,2661000
2015-05-12,170.550003,171.490005,168.839996,170.550003,170.550003,2962400
2015-05-13,171.240005,172.740005,170.750000,172.279999,172.279999,2457500
2015-05-14,173.500000,174.399994,173.220001,174.050003,174.050003,2439100
2015-05-15,173.910004,174.410004,172.600006,173.259995,173.259995,2916600
2015-05-18,173.440002,173.490005,172.300003,173.059998,173.059998,1970600
2015-05-19,172.970001,173.750000,171.929993,173.479996,173.479996,2523000
2015-05-20,173.330002,174.440002,172.460007,173.759995,173.759995,2300300
2015-05-21,173.320007,174.139999,173.039993,173.339996,173.339996,2295600
2015-05-22,173.039993,173.389999,172.190002,172.220001,172.220001,2849700
2015-05-26,172.110001,172.119995,169.130005,170.130005,170.130005,3854200
2015-05-27,171.160004,172.479996,170.490005,172.000000,172.000000,2764400
2015-05-28,171.449997,171.839996,170.660004,171.710007,171.710007,1731400
2015-05-29,171.350006,171.350006,169.649994,169.649994,169.649994,4092000
2015-06-01,170.210007,171.039993,169.029999,170.179993,170.179993,2985500
2015-06-02,169.660004,170.449997,168.429993,169.649994,169.649994,2571400
2015-06-03,170.500000,171.559998,169.630005,169.919998,169.919998,2128200
2015-06-04,169.529999,170.600006,167.929993,168.380005,168.380005,3079300
2015-06-05,168.250000,168.910004,167.199997,167.399994,167.399994,3100500
2015-06-08,167.169998,167.279999,165.020004,165.339996,165.339996,3758700
2015-06-09,165.339996,166.020004,163.369995,165.679993,165.679993,3395900
2015-06-10,166.490005,169.389999,166.059998,168.919998,168.919998,4680500
2015-06-11,169.259995,170.440002,168.539993,168.779999,168.779999,3464000
2015-06-12,168.229996,168.300003,166.690002,166.990005,166.990005,3065100
2015-06-15,166.990005,166.990005,164.250000,166.259995,166.259995,4245700
2015-06-16,166.330002,167.399994,165.910004,166.839996,166.839996,3249800
2015-06-17,167.000000,167.850006,166.100006,167.169998,167.169998,2863000
2015-06-18,167.050003,168.720001,167.050003,168.250000,168.250000,3330900
2015-06-19,167.619995,168.419998,166.770004,166.990005,166.990005,7074000
2015-06-22,167.649994,168.339996,167.199997,167.729996,167.729996,2335800
2015-06-23,168.380005,169.970001,167.570007,168.619995,168.619995,3701600
2015-06-24,168.710007,168.839996,166.830002,166.970001,166.970001,3548100
2015-06-25,167.800003,168.130005,166.080002,166.080002,166.080002,2408900
2015-06-26,166.229996,166.809998,165.229996,165.460007,165.460007,8946000
2015-06-29,163.919998,165.350006,162.889999,162.970001,162.970001,3314700
2015-06-30,163.990005,164.000000,162.119995,162.660004,162.660004,3597300
2015-07-01,163.970001,165.610001,163.600006,164.490005,164.490005,3214500
2015-07-02,165.050003,165.320007,164.419998,165.089996,165.089996,2852700
2015-07-06,163.830002,165.229996,163.520004,164.729996,164.729996,3079800
2015-07-07,164.940002,165.350006,162.229996,165.000000,165.000000,3549900
2015-07-08,164.000000,164.940002,162.679993,163.160004,163.160004,2776300
2015-07-09,165.339996,165.509995,163.699997,163.850006,163.850006,4138500
2015-07-10,165.660004,167.399994,165.520004,166.949997,166.949997,4538300
2015-07-13,167.929993,169.889999,167.520004,169.380005,169.380005,4229000
2015-07-14,169.429993,169.539993,168.240005,168.610001,168.610001,3025300
2015-07-15,168.479996,169.270004,168.000000,168.529999,168.529999,1998000
2015-07-16,169.470001,171.089996,169.160004,171.000000,171.000000,3529900
2015-07-17,170.330002,172.520004,170.100006,172.509995,172.509995,4356400
2015-07-20,172.789993,173.779999,172.139999,173.220001,173.220001,7377800
2015-07-21,164.339996,166.350006,162.020004,163.070007,163.070007,13752300
2015-07-22,162.729996,163.070007,159.699997,160.350006,160.350006,7181800
2015-07-23,160.270004,162.750000,159.830002,161.729996,161.729996,5034200
2015-07-24,161.289993,161.929993,159.410004,159.750000,159.750000,3778200
2015-07-27,159.000000,160.179993,158.600006,159.070007,159.070007,3706200
2015-07-28,159.910004,160.190002,158.500000,160.050003,160.050003,2721000
2015-07-29,160.000000,161.500000,159.389999,161.089996,161.089996,3378400
2015-07-30,160.500000,161.399994,159.750000,160.960007,160.960007,1994700
2015-07-31,161.399994,162.059998,160.630005,161.990005,161.990005,3580200
2015-08-03,161.699997,161.850006,157.899994,158.710007,158.710007,4615700
2015-08-04,158.399994,158.820007,156.869995,157.600006,157.600006,5260600
2015-08-05,159.100006,159.539993,157.479996,157.899994,157.899994,3472800
2015-08-06,157.130005,157.539993,156.179993,156.320007,156.320007,3004800
2015-08-07,155.889999,156.250000,154.339996,155.119995,155.119995,3794900
2015-08-10,156.770004,157.470001,156.119995,156.750000,156.750000,4613400
2015-08-11,155.960007,155.990005,154.860001,155.509995,155.509995,3167100
2015-08-12,154.259995,156.520004,153.949997,156.160004,156.160004,3560300
2015-08-13,156.059998,156.089996,154.320007,155.070007,155.070007,2533400
2015-08-14,155.000000,156.210007,154.580002,155.750000,155.750000,3226400
2015-08-17,155.199997,156.690002,154.699997,156.309998,156.309998,2249600
2015-08-18,155.509995,156.520004,155.250000,156.009995,156.009995,2018300
2015-08-19,155.149994,155.669998,153.410004,153.940002,153.940002,4177100
2015-08-20,152.740005,153.910004,152.500000,152.660004,152.660004,4011500
2015-08-21,151.500000,153.190002,148.699997,148.850006,148.850006,7362100
2015-08-24,143.470001,147.759995,143.000000,143.470001,143.470001,10189700
2015-08-25,146.940002,147.110001,140.619995,140.960007,140.960007,7073200
2015-08-26,144.089996,146.979996,142.139999,146.699997,146.699997,6221800
2015-08-27,148.500000,148.970001,145.660004,148.539993,148.539993,4976600
2015-08-28,147.750000,148.199997,147.179993,147.979996,147.979996,4076300
2015-08-31,147.380005,148.399994,146.259995,147.889999,147.889999,4093100
